1 0 100764 5 1
1 0 102227 5 1
1 0 102311 5 0
1 0 102895 5 2
1 0 105298 5 1
1 0 105368 5 2
1 0 105795 5 1
1 0 106351 5 1
1 0 106355 5 1
1 0 106357 5 1
1 0 106361 5 1
1 0 106373 5 1
1 0 106376 5 1
1 0 106380 5 1
1 0 106381 5 0
1 0 106671 5 1
1 0 106677 5 1
1 0 107751 5 0
1 0 107755 5 2
1 0 108587 5 1
1 0 110116 5 1
1 0 111397 5 1
1 0 111404 5 1
1 0 111921 5 1
1 0 114612 5 1
1 0 114948 5 1
1 0 115125 5 1
1 0 115133 5 1
1 0 116771 5 0
1 0 118158 5 2
1 0 118174 5 0
1 0 118946 5 2
1 0 11946 5 0
1 0 120235 5 0
1 0 123095 5 0
1 0 123494 5 1
1 0 123740 5 0
1 0 124602 5 1
1 0 12499 5 0
1 0 12523 5 0
1 0 125473 5 0
1 0 126294 5 0
1 0 127172 5 0
1 0 127748 5 1
1 0 127757 5 2
1 0 127837 5 0
1 0 128691 5 0
1 0 128771 5 1
1 0 130370 5 0
1 0 131711 5 2
1 0 131737 5 2
1 0 13394 5 1
1 0 137873 5 0
1 0 139028 5 1
1 0 139973 5 0
1 0 139986 5 1
1 0 140636 5 0
1 0 141053 5 1
1 0 141079 5 1
1 0 141328 5 1
1 0 143121 5 1
1 0 143798 5 1
1 0 144510 5 1
1 0 144515 5 2
1 0 145174 5 1
1 0 145294 5 2
1 0 145532 5 0
1 0 146275 5 0
1 0 147736 5 0
1 0 149390 5 0
1 0 150140 5 2
1 0 150946 5 2
1 0 151109 5 1
1 0 151708 5 2
1 0 151717 5 2
1 0 151807 5 1
1 0 151922 5 0
1 0 152586 5 1
1 0 152627 5 0
1 0 153022 5 1
1 0 153500 5 1
1 0 154143 5 0
1 0 155151 5 1
1 0 155158 5 0
1 0 155160 5 1
1 0 155163 5 1
1 0 155164 5 0
1 0 155168 5 0
1 0 155174 5 1
1 0 155176 5 1
1 0 156 5 1
1 0 156593 5 0
1 0 157509 5 0
1 0 158221 5 0
1 0 158308 5 0
1 0 158346 5 0
1 0 158932 5 1
1 0 159180 5 2
1 0 15960 5 1
1 0 160667 5 0
1 0 16201 5 1
1 0 162223 5 1
1 0 163164 5 0
1 0 163167 5 0
1 0 163904 5 0
1 0 164711 5 0
1 0 165303 5 0
1 0 166222 5 1
1 0 166324 5 1
1 0 167152 5 1
1 0 167744 5 1
1 0 167893 5 1
1 0 168696 5 0
1 0 169579 5 0
1 0 170355 5 0
1 0 171126 5 1
1 0 172656 5 0
1 0 172726 5 2
1 0 172752 5 0
1 0 172760 5 0
1 0 172774 5 0
1 0 17279 5 1
1 0 173331 5 1
1 0 173469 5 1
1 0 174298 5 0
1 0 174300 5 1
1 0 175789 5 0
1 0 175828 5 1
1 0 175915 5 1
1 0 175978 5 0
1 0 176742 5 1
1 0 176754 5 1
1 0 176760 5 1
1 0 176769 5 1
1 0 177447 5 0
1 0 177503 5 2
1 0 177517 5 1
1 0 179170 5 1
1 0 179967 5 1
1 0 179982 5 0
1 0 180624 5 0
1 0 180689 5 0
1 0 180693 5 0
1 0 180784 5 0
1 0 183057 5 0
1 0 183091 5 0
1 0 183130 5 0
1 0 18337 5 0
1 0 183889 5 0
1 0 185535 5 0
1 0 185539 5 0
1 0 185575 5 0
1 0 186237 5 1
1 0 186996 5 1
1 0 187006 5 0
1 0 187147 5 0
1 0 187171 5 0
1 0 187694 5 0
1 0 187700 5 1
1 0 187756 5 1
1 0 187870 5 0
1 0 187872 5 1
